seq_len,time_since_start,seq_idx,time_since_last_event,type_event,dim_process
36,"[0.         0.09833333 0.11       0.32833333 0.34194444 0.82972222
 0.87861111 1.12666667 1.18166667 1.46861111 1.54222222 1.73694444
 1.76388889 1.99944444 2.18861111 2.3675     2.42611111 2.47638889
 2.55277778 2.70472222 2.92333333 3.315      4.7375     5.045
 5.12       5.24055556 5.28833333 5.50222222 5.64861111 5.94416667
 6.76416667 6.99277778 7.13472222 7.45972222 7.58222222 7.76611111]",245,"[0.         0.09833333 0.01166667 0.21833333 0.01361111 0.48777778
 0.04888889 0.24805556 0.055      0.28694444 0.07361111 0.19472222
 0.02694444 0.23555556 0.18916667 0.17888889 0.05861111 0.05027778
 0.07638889 0.15194444 0.21861111 0.39166667 1.4225     0.3075
 0.075      0.12055556 0.04777778 0.21388889 0.14638889 0.29555556
 0.82       0.22861111 0.14194444 0.325      0.1225     0.18388889]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 1 6 3 8 3],10
38,"[0.         0.04833333 0.4425     0.71583333 1.50777778 2.27527778
 3.23055556 3.34416667 3.51277778 3.79694444 3.9975     4.11944444
 4.34194444 4.40916667 4.73916667 4.89055556 5.16027778 5.4225
 5.48416667 5.77361111 5.85194444 6.09694444 6.3625     6.69527778
 6.75833333 6.87861111 6.89694444 6.94694444 6.995      7.15527778
 7.19055556 7.38194444 7.55694444 7.61166667 7.7075     7.91222222
 8.07416667 8.495     ]",246,"[0.         0.04833333 0.39416667 0.27333333 0.79194444 0.7675
 0.95527778 0.11361111 0.16861111 0.28416667 0.20055556 0.12194444
 0.2225     0.06722222 0.33       0.15138889 0.26972222 0.26222222
 0.06166667 0.28944444 0.07833333 0.245      0.26555556 0.33277778
 0.06305556 0.12027778 0.01833333 0.05       0.04805556 0.16027778
 0.03527778 0.19138889 0.175      0.05472222 0.09583333 0.20472222
 0.16194444 0.42083333]","[6 1 8 3 8 2 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 0]",10
38,"[0.         0.21138889 0.27444444 0.29527778 0.35388889 0.37972222
 0.52666667 0.60555556 0.8225     0.85666667 0.98194444 1.29555556
 1.3275     1.49444444 1.65888889 1.87694444 1.95944444 2.06361111
 2.29138889 2.74527778 2.76555556 3.37194444 3.38083333 3.43388889
 3.44583333 3.49972222 3.60888889 3.67722222 3.83194444 4.09138889
 4.38777778 4.44194444 4.6        4.7725     4.78777778 4.92027778
 5.37694444 5.47777778]",247,"[0.         0.21138889 0.06305556 0.02083333 0.05861111 0.02583333
 0.14694444 0.07888889 0.21694444 0.03416667 0.12527778 0.31361111
 0.03194444 0.16694444 0.16444444 0.21805556 0.0825     0.10416667
 0.22777778 0.45388889 0.02027778 0.60638889 0.00888889 0.05305556
 0.01194444 0.05388889 0.10916667 0.06833333 0.15472222 0.25944444
 0.29638889 0.05416667 0.15805556 0.1725     0.01527778 0.1325
 0.45666667 0.10083333]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.57444444 1.33833333 1.45416667 1.48194444 1.56611111
 1.59666667 1.73333333 1.87194444 2.19       2.23111111 2.24916667
 2.58333333 2.65055556 2.72388889 2.8625     2.94861111 3.11277778
 3.2425     3.36777778 3.87527778 4.03444444 4.11916667 4.50388889
 5.04583333 5.08611111 5.97222222 6.0475     6.1025     6.32694444
 6.36138889 6.5125     6.87027778 6.96555556 7.41111111 7.48138889]",248,"[0.         0.57444444 0.76388889 0.11583333 0.02777778 0.08416667
 0.03055556 0.13666667 0.13861111 0.31805556 0.04111111 0.01805556
 0.33416667 0.06722222 0.07333333 0.13861111 0.08611111 0.16416667
 0.12972222 0.12527778 0.5075     0.15916667 0.08472222 0.38472222
 0.54194444 0.04027778 0.88611111 0.07527778 0.055      0.22444444
 0.03444444 0.15111111 0.35777778 0.09527778 0.44555556 0.07027778]",[5 4 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 5 0],10
36,"[0.         0.11611111 0.14055556 0.37416667 0.40833333 0.58583333
 0.63361111 0.88416667 0.90944444 1.00805556 1.02444444 1.30472222
 1.77388889 1.98083333 2.16138889 2.50972222 2.55027778 2.60194444
 2.64388889 2.83027778 2.90472222 3.13555556 3.15527778 3.22666667
 3.37944444 3.55888889 3.61       3.7925     3.84722222 4.0725
 4.28666667 4.49444444 4.53388889 4.76777778 5.42833333 5.62277778]",249,"[0.         0.11611111 0.02444444 0.23361111 0.03416667 0.1775
 0.04777778 0.25055556 0.02527778 0.09861111 0.01638889 0.28027778
 0.46916667 0.20694444 0.18055556 0.34833333 0.04055556 0.05166667
 0.04194444 0.18638889 0.07444444 0.23083333 0.01972222 0.07138889
 0.15277778 0.17944444 0.05111111 0.1825     0.05472222 0.22527778
 0.21416667 0.20777778 0.03944444 0.23388889 0.66055556 0.19444444]",[8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.53055556 0.56055556 0.71361111 0.88194444 1.15
 1.25083333 1.33777778 1.35944444 1.65388889 2.15333333 2.33416667
 2.39166667 2.70388889 2.72111111 2.84861111 2.89305556 3.16777778
 4.29944444 4.49638889 4.5425     4.75305556 5.0125     5.52472222
 5.59666667 5.95916667 6.09222222 6.54555556 6.57583333 6.92777778
 6.98472222 7.29027778 7.32833333 7.41583333 8.18444444 8.27194444
 8.31388889 8.56805556]",250,"[0.         0.53055556 0.03       0.15305556 0.16833333 0.26805556
 0.10083333 0.08694444 0.02166667 0.29444444 0.49944444 0.18083333
 0.0575     0.31222222 0.01722222 0.1275     0.04444444 0.27472222
 1.13166667 0.19694444 0.04611111 0.21055556 0.25944444 0.51222222
 0.07194444 0.3625     0.13305556 0.45333333 0.03027778 0.35194444
 0.05694444 0.30555556 0.03805556 0.0875     0.76861111 0.0875
 0.04194444 0.25416667]","[6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.405      0.47472222 0.63055556 0.71777778 0.89138889
 0.95027778 1.07277778 1.12694444 1.18555556 1.27527778 1.3475
 1.72055556 1.87972222 1.92888889 2.06416667 2.25111111 2.31305556
 2.36861111 2.50722222 2.51777778 2.7075     2.78277778 2.92722222
 3.33194444 3.42055556 3.50555556 3.72055556 3.75277778 3.81833333
 4.36833333 4.80666667 5.85777778 5.96472222 6.145      6.26166667
 7.09611111 7.31694444]",251,"[0.         0.405      0.06972222 0.15583333 0.08722222 0.17361111
 0.05888889 0.1225     0.05416667 0.05861111 0.08972222 0.07222222
 0.37305556 0.15916667 0.04916667 0.13527778 0.18694444 0.06194444
 0.05555556 0.13861111 0.01055556 0.18972222 0.07527778 0.14444444
 0.40472222 0.08861111 0.085      0.215      0.03222222 0.06555556
 0.55       0.43833333 1.05111111 0.10694444 0.18027778 0.11666667
 0.83444444 0.22083333]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1 5 1 8 3 8 3 5
 3]",10
38,"[0.         0.17       0.1975     0.57777778 0.69777778 0.78416667
 0.81555556 0.96138889 0.98527778 1.0725     1.28277778 1.59083333
 1.76694444 1.97805556 2.02416667 2.28166667 2.48555556 2.63944444
 2.69694444 2.79638889 2.8325     2.99083333 3.03277778 3.30861111
 3.73194444 4.05416667 4.13222222 4.47944444 5.95111111 6.25
 6.38861111 6.51833333 6.61055556 6.85277778 6.95194444 7.07138889
 7.36611111 7.515     ]",252,"[0.         0.17       0.0275     0.38027778 0.12       0.08638889
 0.03138889 0.14583333 0.02388889 0.08722222 0.21027778 0.30805556
 0.17611111 0.21111111 0.04611111 0.2575     0.20388889 0.15388889
 0.0575     0.09944444 0.03611111 0.15833333 0.04194444 0.27583333
 0.42333333 0.32222222 0.07805556 0.34722222 1.47166667 0.29888889
 0.13861111 0.12972222 0.09222222 0.24222222 0.09916667 0.11944444
 0.29472222 0.14888889]","[6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 1 5 3 8 3 8 1 6 1 6
 1]",10
36,"[0.         0.18333333 0.21611111 0.27222222 0.28805556 0.385
 0.41472222 0.50694444 0.75138889 0.80888889 0.90916667 1.21805556
 1.32861111 1.9075     2.49444444 3.00388889 3.36       3.58083333
 3.625      3.80944444 4.11527778 4.25833333 4.55638889 4.68583333
 4.76944444 5.0125     5.07027778 5.3125     5.55333333 5.83027778
 6.01833333 6.11083333 6.3625     6.54222222 6.72722222 6.96194444]",253,"[0.         0.18333333 0.03277778 0.05611111 0.01583333 0.09694444
 0.02972222 0.09222222 0.24444444 0.0575     0.10027778 0.30888889
 0.11055556 0.57888889 0.58694444 0.50944444 0.35611111 0.22083333
 0.04416667 0.18444444 0.30583333 0.14305556 0.29805556 0.12944444
 0.08361111 0.24305556 0.05777778 0.24222222 0.24083333 0.27694444
 0.18805556 0.0925     0.25166667 0.17972222 0.185      0.23472222]",[8 3 8 3 8 3 8 3 8 3 8 1 5 0 5 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.11666667 0.3675     0.48083333 0.60222222 0.89027778
 0.96361111 1.16916667 1.285      1.33916667 1.64222222 1.70916667
 1.75388889 2.23583333 2.27777778 2.69416667 2.745      2.9325
 3.54944444 3.845      3.97416667 4.19777778 4.66527778 5.16916667
 6.34666667 6.80944444 6.90694444 7.05916667 7.0725     7.16833333
 7.245      7.44       7.63222222 8.26472222 8.66555556 9.36944444
 9.43666667 9.48888889]",254,"[0.         0.11666667 0.25083333 0.11333333 0.12138889 0.28805556
 0.07333333 0.20555556 0.11583333 0.05416667 0.30305556 0.06694444
 0.04472222 0.48194444 0.04194444 0.41638889 0.05083333 0.1875
 0.61694444 0.29555556 0.12916667 0.22361111 0.4675     0.50388889
 1.1775     0.46277778 0.0975     0.15222222 0.01333333 0.09583333
 0.07666667 0.195      0.19222222 0.6325     0.40083333 0.70388889
 0.06722222 0.05222222]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 0 5 3 8
 3]",10
38,"[0.         0.085      0.14416667 0.29916667 0.42111111 0.55416667
 0.59972222 0.73277778 0.74194444 0.78       0.83555556 1.13361111
 1.14611111 1.49194444 1.57444444 1.68527778 1.71055556 2.05805556
 2.48722222 2.61472222 2.67305556 2.74527778 2.81833333 2.88055556
 2.90861111 3.19555556 3.47833333 3.53666667 3.62361111 3.9625
 5.98472222 6.03194444 6.11472222 6.2225     6.43722222 6.50833333
 8.48083333 8.93      ]",255,"[0.         0.085      0.05916667 0.155      0.12194444 0.13305556
 0.04555556 0.13305556 0.00916667 0.03805556 0.05555556 0.29805556
 0.0125     0.34583333 0.0825     0.11083333 0.02527778 0.3475
 0.42916667 0.1275     0.05833333 0.07222222 0.07305556 0.06222222
 0.02805556 0.28694444 0.28277778 0.05833333 0.08694444 0.33888889
 2.02222222 0.04722222 0.08277778 0.10777778 0.21472222 0.07111111
 1.9725     0.44916667]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 5
 4]",10
38,"[0.         0.14611111 0.18833333 0.46138889 0.50305556 0.655
 0.66916667 0.8775     0.89388889 0.97416667 0.99083333 1.10222222
 1.33722222 1.38611111 1.42722222 1.47916667 1.53972222 1.64194444
 1.76611111 2.76833333 5.04       5.55166667 5.56916667 5.87138889
 5.90861111 5.98555556 6.01722222 6.12805556 6.16722222 6.30583333
 6.33472222 6.66888889 6.85277778 7.13444444 7.39833333 7.69305556
 8.13805556 8.29444444]",256,"[0.         0.14611111 0.04222222 0.27305556 0.04166667 0.15194444
 0.01416667 0.20833333 0.01638889 0.08027778 0.01666667 0.11138889
 0.235      0.04888889 0.04111111 0.05194444 0.06055556 0.10222222
 0.12416667 1.00222222 2.27166667 0.51166667 0.0175     0.30222222
 0.03722222 0.07694444 0.03166667 0.11083333 0.03916667 0.13861111
 0.02888889 0.33416667 0.18388889 0.28166667 0.26388889 0.29472222
 0.445      0.15638889]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 5 3 8 3 8 3 8 3 8 3 8 1 8 3 8 0 6
 1]",10
36,"[0.         0.61805556 0.65194444 0.72583333 0.77083333 0.93722222
 1.04361111 1.14944444 1.16555556 1.39277778 1.40222222 1.63777778
 1.65583333 1.80527778 1.81638889 1.88777778 1.905      2.035
 2.05388889 2.24611111 2.28277778 2.3675     2.4075     2.55944444
 2.56972222 2.67416667 2.80333333 2.88194444 2.93388889 3.735
 5.14166667 5.68916667 5.71694444 5.79638889 5.82638889 5.92888889]",257,"[0.         0.61805556 0.03388889 0.07388889 0.045      0.16638889
 0.10638889 0.10583333 0.01611111 0.22722222 0.00944444 0.23555556
 0.01805556 0.14944444 0.01111111 0.07138889 0.01722222 0.13
 0.01888889 0.19222222 0.03666667 0.08472222 0.04       0.15194444
 0.01027778 0.10444444 0.12916667 0.07861111 0.05194444 0.80111111
 1.40666667 0.5475     0.02777778 0.07944444 0.03       0.1025    ]",[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3],10
38,"[ 0.          0.12888889  0.21194444  0.30861111  0.50222222  0.67083333
  0.68555556  0.85027778  0.90111111  1.09055556  1.11861111  1.32611111
  1.36166667  1.5975      1.96833333  2.18861111  2.52055556  2.65277778
  3.16527778  3.18611111  3.26611111  3.92138889  5.90694444  6.0225
  6.36916667  6.81861111  7.74055556  7.8625      9.00916667  9.47722222
  9.4875      9.49972222 10.22361111 10.38583333 10.40972222 10.50777778
 10.66083333 10.70555556]",258,"[0.         0.12888889 0.08305556 0.09666667 0.19361111 0.16861111
 0.01472222 0.16472222 0.05083333 0.18944444 0.02805556 0.2075
 0.03555556 0.23583333 0.37083333 0.22027778 0.33194444 0.13222222
 0.5125     0.02083333 0.08       0.65527778 1.98555556 0.11555556
 0.34666667 0.44944444 0.92194444 0.12194444 1.14666667 0.46805556
 0.01027778 0.01222222 0.72388889 0.16222222 0.02388889 0.09805556
 0.15305556 0.04472222]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 0 5 3 8 3 8 1 6 1 8 3 8 3 8
 3]",10
36,"[0.         0.37416667 0.4425     0.56861111 1.3325     1.48527778
 1.52777778 1.68833333 1.71416667 1.83611111 2.26638889 2.26666667
 2.33611111 2.665      2.99555556 3.60944444 3.9525     4.08055556
 4.12138889 4.32472222 4.37027778 4.59611111 4.69027778 5.04277778
 5.19277778 5.41972222 5.49944444 5.59       5.61333333 5.63916667
 5.66777778 5.92777778 5.94611111 6.03972222 6.16277778 6.35222222]",259,"[0.00000000e+00 3.74166667e-01 6.83333333e-02 1.26111111e-01
 7.63888889e-01 1.52777778e-01 4.25000000e-02 1.60555556e-01
 2.58333333e-02 1.21944444e-01 4.30277778e-01 2.77777778e-04
 6.94444444e-02 3.28888889e-01 3.30555556e-01 6.13888889e-01
 3.43055556e-01 1.28055556e-01 4.08333333e-02 2.03333333e-01
 4.55555556e-02 2.25833333e-01 9.41666667e-02 3.52500000e-01
 1.50000000e-01 2.26944444e-01 7.97222222e-02 9.05555556e-02
 2.33333333e-02 2.58333333e-02 2.86111111e-02 2.60000000e-01
 1.83333333e-02 9.36111111e-02 1.23055556e-01 1.89444444e-01]",[5 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.30194444 0.42777778 0.5825     0.72416667 0.78666667
 0.88222222 1.21527778 1.3075     1.43666667 1.485      1.705
 2.08972222 2.68638889 3.23861111 3.78694444 3.915      4.18777778
 4.36027778 4.74694444 4.77472222 4.84027778 5.25111111 5.47777778
 5.50972222 5.70138889 5.82388889 6.08722222 6.11888889 6.32083333
 6.50916667 6.59694444 6.96944444 7.43166667 8.31638889 8.37083333]",260,"[0.         0.30194444 0.12583333 0.15472222 0.14166667 0.0625
 0.09555556 0.33305556 0.09222222 0.12916667 0.04833333 0.22
 0.38472222 0.59666667 0.55222222 0.54833333 0.12805556 0.27277778
 0.1725     0.38666667 0.02777778 0.06555556 0.41083333 0.22666667
 0.03194444 0.19166667 0.1225     0.26333333 0.03166667 0.20194444
 0.18833333 0.08777778 0.3725     0.46222222 0.88472222 0.05444444]",[8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 5 0],10
36,"[0.         0.47666667 0.57694444 0.70305556 0.79444444 1.0375
 1.14194444 1.28472222 1.50527778 1.76972222 1.88138889 2.01083333
 2.05166667 2.28194444 2.76138889 2.92472222 4.28972222 4.41555556
 4.84222222 4.99777778 5.19916667 5.42333333 5.74888889 5.91916667
 6.34416667 6.56722222 6.69333333 6.7575     7.54027778 7.60861111
 7.775      7.91972222 8.46361111 8.80777778 9.03222222 9.245     ]",261,"[0.         0.47666667 0.10027778 0.12611111 0.09138889 0.24305556
 0.10444444 0.14277778 0.22055556 0.26444444 0.11166667 0.12944444
 0.04083333 0.23027778 0.47944444 0.16333333 1.365      0.12583333
 0.42666667 0.15555556 0.20138889 0.22416667 0.32555556 0.17027778
 0.425      0.22305556 0.12611111 0.06416667 0.78277778 0.06833333
 0.16638889 0.14472222 0.54388889 0.34416667 0.22444444 0.21277778]",[8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1],10
38,"[0.         0.30527778 0.3225     0.42333333 1.34027778 1.38027778
 1.43       1.59222222 1.63666667 1.78527778 1.9925     2.17277778
 2.42916667 3.17638889 3.47416667 3.70111111 4.15972222 4.37166667
 4.91888889 5.03583333 5.29527778 5.80638889 5.93166667 5.97333333
 6.10027778 6.345      6.49166667 6.60027778 6.68194444 6.75444444
 6.80805556 7.19222222 7.20083333 7.56       7.78555556 7.96833333
 8.01027778 8.23944444]",262,"[0.         0.30527778 0.01722222 0.10083333 0.91694444 0.04
 0.04972222 0.16222222 0.04444444 0.14861111 0.20722222 0.18027778
 0.25638889 0.74722222 0.29777778 0.22694444 0.45861111 0.21194444
 0.54722222 0.11694444 0.25944444 0.51111111 0.12527778 0.04166667
 0.12694444 0.24472222 0.14666667 0.10861111 0.08166667 0.0725
 0.05361111 0.38416667 0.00861111 0.35916667 0.22555556 0.18277778
 0.04194444 0.22916667]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.18916667 0.64083333 0.715      0.89388889 1.15916667
 1.33027778 1.52888889 1.54916667 1.73416667 1.77666667 2.16222222
 2.82666667 2.96083333 3.01388889 3.07638889 3.50416667 3.72027778
 4.00888889 4.21611111 4.43305556 4.89805556 6.96916667 7.14944444
 7.55333333 7.61       7.70555556 7.79444444 8.15888889 8.36694444
 8.41333333 8.62777778 8.78916667 9.07055556 9.19833333 9.35083333
 9.54166667 9.615     ]",263,"[0.         0.18916667 0.45166667 0.07416667 0.17888889 0.26527778
 0.17111111 0.19861111 0.02027778 0.185      0.0425     0.38555556
 0.66444444 0.13416667 0.05305556 0.0625     0.42777778 0.21611111
 0.28861111 0.20722222 0.21694444 0.465      2.07111111 0.18027778
 0.40388889 0.05666667 0.09555556 0.08888889 0.36444444 0.20805556
 0.04638889 0.21444444 0.16138889 0.28138889 0.12777778 0.1525
 0.19083333 0.07333333]","[8 1 8 3 8 0 5 3 8 3 8 0 8 3 8 3 6 3 8 3 8 0 8 0 8 3 8 3 8 3 8 3 8 3 8 3 8
 1]",10
38,"[0.         0.06416667 0.38583333 0.56972222 0.67777778 0.99027778
 1.33722222 1.51666667 1.71277778 2.07861111 2.61861111 2.74805556
 2.78027778 2.86777778 2.89416667 2.98888889 3.0575     3.31888889
 3.39583333 3.6425     3.65916667 3.77638889 4.50083333 4.55638889
 4.58888889 4.72527778 4.95972222 5.035      5.23805556 5.46416667
 5.60138889 5.67833333 5.96333333 6.15305556 6.34222222 6.69416667
 7.13444444 7.66861111]",264,"[0.         0.06416667 0.32166667 0.18388889 0.10805556 0.3125
 0.34694444 0.17944444 0.19611111 0.36583333 0.54       0.12944444
 0.03222222 0.0875     0.02638889 0.09472222 0.06861111 0.26138889
 0.07694444 0.24666667 0.01666667 0.11722222 0.72444444 0.05555556
 0.0325     0.13638889 0.23444444 0.07527778 0.20305556 0.22611111
 0.13722222 0.07694444 0.285      0.18972222 0.18916667 0.35194444
 0.44027778 0.53416667]","[8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 0]",10
38,"[0.         0.05472222 0.26888889 0.37361111 0.42861111 0.72166667
 0.75388889 0.84027778 0.90333333 1.10944444 1.14305556 1.28277778
 1.30638889 1.44916667 2.04472222 2.17805556 2.38694444 2.50083333
 2.53388889 2.77583333 2.81527778 3.04472222 3.37916667 3.42916667
 3.46583333 3.58888889 3.72694444 3.87222222 3.95777778 3.995
 4.17138889 4.38833333 4.52388889 4.64305556 4.715      4.90333333
 4.99805556 5.15305556]",265,"[0.         0.05472222 0.21416667 0.10472222 0.055      0.29305556
 0.03222222 0.08638889 0.06305556 0.20611111 0.03361111 0.13972222
 0.02361111 0.14277778 0.59555556 0.13333333 0.20888889 0.11388889
 0.03305556 0.24194444 0.03944444 0.22944444 0.33444444 0.05
 0.03666667 0.12305556 0.13805556 0.14527778 0.08555556 0.03722222
 0.17638889 0.21694444 0.13555556 0.11916667 0.07194444 0.18833333
 0.09472222 0.155     ]","[6 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 0 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6
 1]",10
36,"[0.         0.45138889 0.71194444 1.04388889 1.90694444 2.03777778
 2.08694444 2.37666667 2.50916667 2.63555556 2.76777778 2.87222222
 2.89888889 3.07805556 3.14138889 3.21916667 3.42055556 3.555
 3.58722222 3.665      3.76972222 3.85888889 4.16277778 4.335
 4.53472222 5.00111111 5.7025     6.30083333 6.38333333 6.55222222
 6.72638889 6.80527778 6.81055556 7.30138889 8.08305556 8.37138889]",266,"[0.         0.45138889 0.26055556 0.33194444 0.86305556 0.13083333
 0.04916667 0.28972222 0.1325     0.12638889 0.13222222 0.10444444
 0.02666667 0.17916667 0.06333333 0.07777778 0.20138889 0.13444444
 0.03222222 0.07777778 0.10472222 0.08916667 0.30388889 0.17222222
 0.19972222 0.46638889 0.70138889 0.59833333 0.0825     0.16888889
 0.17416667 0.07888889 0.00527778 0.49083333 0.78166667 0.28833333]",[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 0 5 3],10
38,"[0.         0.45888889 0.49611111 0.71027778 0.73638889 0.82694444
 0.83861111 0.88138889 0.95083333 1.21944444 1.32083333 1.39916667
 1.44472222 1.57416667 1.715      1.82694444 1.88166667 2.00333333
 2.10944444 2.17416667 2.27833333 2.50444444 2.66083333 2.73083333
 2.80638889 2.85444444 2.95444444 3.17333333 3.26972222 3.43111111
 3.47722222 3.65388889 3.75805556 4.0325     4.87111111 5.14083333
 5.73666667 5.91805556]",267,"[0.         0.45888889 0.03722222 0.21416667 0.02611111 0.09055556
 0.01166667 0.04277778 0.06944444 0.26861111 0.10138889 0.07833333
 0.04555556 0.12944444 0.14083333 0.11194444 0.05472222 0.12166667
 0.10611111 0.06472222 0.10416667 0.22611111 0.15638889 0.07
 0.07555556 0.04805556 0.1        0.21888889 0.09638889 0.16138889
 0.04611111 0.17666667 0.10416667 0.27444444 0.83861111 0.26972222
 0.59583333 0.18138889]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8
 0]",10
